Req ID,Requirement,Type,Project,Feature Area,Section,Status,Priority,Functional Requirements,Product Requirement
CFG-FR-01,"The system shall display a cog icon in the popover that, when clicked, replaces the current popover view with the config screen",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-01 (https://www.notion.so/CFG-PR-01-367da49ee11281f2b27cd44bc47ca8f4?pvs=21)
CFG-FR-02,"The config screen shall expose controls for: focus session duration, short break duration, long break duration, pomodoros per cycle, and Planning DB URL",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-04 (https://www.notion.so/CFG-PR-04-367da49ee11281ec8364c4ddc600a625?pvs=21)
CFG-FR-03,"When any config value is changed in the popover, the system shall persist the change locally immediately; the Notion config page shall then be updated via the API on a best-effort basis, with silent retry on failure",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,"CFG-PR-02 (https://www.notion.so/CFG-PR-02-367da49ee11281b68015ca2932158ba9?pvs=21), CFG-PR-03 (https://www.notion.so/CFG-PR-03-367da49ee11281c28004d9be2d0398b7?pvs=21)"
CFG-FR-04,"The app shall never read config from Notion at runtime; the Notion config page is write-only from the app's perspective, except on first launch or when no local config exists",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-03 (https://www.notion.so/CFG-PR-03-367da49ee11281c28004d9be2d0398b7?pvs=21)
CFG-FR-05,"On first launch, the system shall initialise config with default values (focus: 25 mins, short break: 5 mins, long break: 15 mins, pomodoros per cycle: 4) and write them to the Notion config page",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-02 (https://www.notion.so/CFG-PR-02-367da49ee11281b68015ca2932158ba9?pvs=21)
CFG-FR-06,Config values shall be subject to validation: session durations must be between 1 and 120 minutes; pomodoros per cycle must be between 1 and 8,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-04 (https://www.notion.so/CFG-PR-04-367da49ee11281ec8364c4ddc600a625?pvs=21)
CFG-FR-07,The config screen shall include a back control that returns the user to the main popover view without requiring a full close and reopen,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-01 (https://www.notion.so/CFG-PR-01-367da49ee11281f2b27cd44bc47ca8f4?pvs=21)
CFG-FR-08,Config changes shall take effect from the next session; any session currently in progress shall not be affected by a config change,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-04 (https://www.notion.so/CFG-PR-04-367da49ee11281ec8364c4ddc600a625?pvs=21)
CFG-FR-09,"The config screen shall include an input field for a Discord webhook URL, clearly labelled, with an indication of whether it is currently set",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-05 (https://www.notion.so/CFG-PR-05-367da49ee11281fe9e89ec644c59f757?pvs=21)
CFG-FR-10,"The system shall validate that the Discord webhook URL field, if populated, conforms to the Discord webhook URL format; invalid URLs shall be rejected with a clear inline error",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-05 (https://www.notion.so/CFG-PR-05-367da49ee11281fe9e89ec644c59f757?pvs=21)
CFG-FR-11,The Discord webhook URL shall be persisted locally and mirrored to the Notion config page alongside all other config values,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,"CFG-PR-05 (https://www.notion.so/CFG-PR-05-367da49ee11281fe9e89ec644c59f757?pvs=21), CFG-PR-02 (https://www.notion.so/CFG-PR-02-367da49ee11281b68015ca2932158ba9?pvs=21)"
CFG-FR-12,"The config screen shall include a field for the Planning DB URL, with a clear indication of whether it is currently set",Functional Requirement,,Settings & Config,12. Settings & Config,Draft,Must Have,,CFG-PR-06 (https://www.notion.so/CFG-PR-06-367da49ee11281c59f09f6e3946a49a4?pvs=21)
CFG-PR-01,"The app shall provide a config screen accessible from a cog icon in the popover, which replaces the popover content when opened",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,
CFG-PR-02,The app shall maintain a config page in Notion that reflects the current app configuration,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,
CFG-PR-03,The popover config screen shall be the sole source of truth for configuration; the Notion config page is a read-only mirror,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,
CFG-PR-04,"The user shall be able to configure focus session length, short break length, long break length, and the number of pomodoros per cycle",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,
CFG-PR-05,The app shall allow the user to configure a Discord webhook URL to enable phone notifications for session events,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Settings & Config,12. Settings & Config,Draft,Must Have,,
CFG-PR-06,The app shall allow the user to configure the Planning DB URL in Notion,Product Requirement,,Settings & Config,12. Settings & Config,Draft,Must Have,,
DP-FR-01,"On each focus session start attempt, the system shall check whether a planning session has been completed since the last 4AM boundary; if not, it shall gate the user into a planning session before proceeding",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,DP-PR-01 (https://www.notion.so/DP-PR-01-367da49ee112816cad2af8c45af5d9be?pvs=21)
DP-FR-02,"The system shall persist the timestamp of the last completed planning session in electron-store, using a 4AM daily cutoff to determine whether planning is required",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,DP-PR-01 (https://www.notion.so/DP-PR-01-367da49ee112816cad2af8c45af5d9be?pvs=21)
DP-FR-03,"When a planning session begins, the system shall auto-create a row in the Planning DB with an auto-generated Name and today's date; if a row for today already exists it shall use the existing one",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,DP-PR-02 (https://www.notion.so/DP-PR-02-367da49ee11281ff8253ebaf7d554ea9?pvs=21)
DP-FR-04,"The planning session shall have no timer; the system shall record the start time when planning begins and the end time when the user clicks 'Planning Complete, Sync From Notion'",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,DP-PR-03 (https://www.notion.so/DP-PR-03-367da49ee1128133af23e96f8df0937a?pvs=21)
DP-FR-05,"On clicking 'Planning Complete, Sync From Notion', the system shall: read the Focus Time Goal from today's Planning DB row; calculate Pomodoro Goal as ceil(Focus Time Goal / configured focus session duration); write the calculated Pomodoro Goal back to the Planning DB row; and refresh the task list from the Focus Tasks DB",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,"DP-PR-03 (https://www.notion.so/DP-PR-03-367da49ee1128133af23e96f8df0937a?pvs=21), DP-PR-04 (https://www.notion.so/DP-PR-04-367da49ee11281c4ae57cf1f179928eb?pvs=21)"
DP-FR-06,"After the sync, the system shall read the Tasks to Complete relation from today's Planning DB row and surface those tasks prominently in the popover task picker",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,DP-PR-04 (https://www.notion.so/DP-PR-04-367da49ee11281c4ae57cf1f179928eb?pvs=21)
DP-FR-07,"If the Planning DB URL is not configured, the system shall display a clear error state in the popover directing the user to config, and shall not allow planning to be started or completed",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,DP-PR-05 (https://www.notion.so/DP-PR-05-367da49ee1128118b246d4b95a2a9d1f?pvs=21)
DP-FR-08,"If the user completes planning without setting a Focus Time Goal, the system shall allow completion and the popover shall omit goal indicators gracefully with no error",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,DP-PR-03 (https://www.notion.so/DP-PR-03-367da49ee1128133af23e96f8df0937a?pvs=21)
DP-FR-09,"The planning session shall be logged to the Pomodoro Sessions DB with Type = Planning and actual elapsed duration, consistent with ST-PR-01",Functional Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,DP-PR-01 (https://www.notion.so/DP-PR-01-367da49ee112816cad2af8c45af5d9be?pvs=21)
DP-PR-01,"The app shall enforce a daily planning gate, requiring a completed planning session before any focus session can be started each day",Product Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,
DP-PR-02,"The app shall auto-create a row in the Planning DB at the start of each planning session, keyed to today's date",Product Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,
DP-PR-03,"The planning session shall be open-ended — the user ends it manually by clicking a 'Planning Complete, Sync From Notion' button",Product Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,
DP-PR-04,"On completing planning, the app shall read goals and planned tasks from Notion and make them available in the popover for the rest of the day",Product Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,
DP-PR-05,The Planning DB URL must be configured before the planning feature is usable; the app shall block the user with a clear error directing them to config if it is not set,Product Requirement,,Daily Planning,17. Daily Planning,Draft,Must Have,,
MB-FR-01,"The system shall display the remaining session time (MM:SS) in the menu bar during any active session — Focus, Short Break, or Long Break",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Menu Bar UI,9. Menu Bar Icon,Draft,Must Have,,MB-PR-02 (https://www.notion.so/MB-PR-02-367da49ee1128139a210ebd3dbd4e555?pvs=21)
MB-FR-02,"The system shall display a static icon in the menu bar when the app is in an Idle state, with no countdown visible",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Menu Bar UI,9. Menu Bar Icon,Draft,Must Have,,MB-PR-02 (https://www.notion.so/MB-PR-02-367da49ee1128139a210ebd3dbd4e555?pvs=21)
MB-FR-03,"The system shall differentiate the six app states (Focus, Short Break, Long Break, Paused, Planning, Idle) in the menu bar icon using a combination of distinct symbol and colour",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Menu Bar UI,9. Menu Bar Icon,Draft,Must Have,,"MB-PR-01 (https://www.notion.so/MB-PR-01-367da49ee112814f8cb9c187ebcdebdf?pvs=21), MB-PR-03 (https://www.notion.so/MB-PR-03-367da49ee112813fa48deb9fe9852f9d?pvs=21)"
MB-FR-04,"The system shall open the popover when the user clicks the menu bar icon, regardless of current app state",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Menu Bar UI,9. Menu Bar Icon,Draft,Must Have,,MB-PR-04 (https://www.notion.so/MB-PR-04-367da49ee1128160b892fa63b9f96b8a?pvs=21)
MB-PR-01,"The menu bar icon shall have visually distinct appearances for each app state: Focus, Short Break, Long Break, Paused, Planning, and Idle",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Menu Bar UI,9. Menu Bar Icon,Draft,Must Have,,
MB-PR-02,"The menu bar icon shall display a live countdown when a session is active, and a static icon when idle",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Menu Bar UI,9. Menu Bar Icon,Draft,Must Have,,
MB-PR-03,The menu bar icon shall follow native macOS UI conventions in its visual design,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Menu Bar UI,9. Menu Bar Icon,Draft,Must Have,,
MB-PR-04,Clicking the menu bar icon shall open the app popover,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Menu Bar UI,9. Menu Bar Icon,Draft,Must Have,,
N-FR-01,The system shall create a relation property on the Focus Tasks DB linking each task to exactly one Project,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,1. Data Architecture,Draft,Must Have,,"N-PR-01 (https://www.notion.so/N-PR-01-366da49ee112819a844ccdc6be439973?pvs=21), N-PR-02 (https://www.notion.so/N-PR-02-366da49ee1128119aa82e6ca56968b15?pvs=21)"
N-FR-02,The system shall create a relation property on the Pomodoro Sessions DB linking each session to exactly one Focus Task,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,1. Data Architecture,Draft,Must Have,,"N-PR-01 (https://www.notion.so/N-PR-01-366da49ee112819a844ccdc6be439973?pvs=21), N-PR-02 (https://www.notion.so/N-PR-02-366da49ee1128119aa82e6ca56968b15?pvs=21)"
N-FR-03,"The system shall expose rollup properties so that Actual Pomodoros on a task auto-calculates from its linked sessions, and Total Pomodoros on a project auto-calculates from its linked tasks",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,1. Data Architecture,Draft,Must Have,,"N-PR-01 (https://www.notion.so/N-PR-01-366da49ee112819a844ccdc6be439973?pvs=21), N-PR-02 (https://www.notion.so/N-PR-02-366da49ee1128119aa82e6ca56968b15?pvs=21)"
N-FR-04,Projects DB — Name: Title field. The project name.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Must Have,,N-PR-04 (https://www.notion.so/N-PR-04-366da49ee112811d9e7afbd300c1c085?pvs=21)
N-FR-05,Projects DB — Status: Select field. Options: Active / On Hold / Completed / Archived,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Must Have,,N-PR-04 (https://www.notion.so/N-PR-04-366da49ee112811d9e7afbd300c1c085?pvs=21)
N-FR-06,"Projects DB — Area: Select field. No pre-populated options — user adds their own (e.g. Work, Personal, Learning, Health)",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Should Have,,"N-PR-04 (https://www.notion.so/N-PR-04-366da49ee112811d9e7afbd300c1c085?pvs=21), N-PR-05 (https://www.notion.so/N-PR-05-366da49ee1128168a9eee3dabcb99048?pvs=21)"
N-FR-07,Projects DB — Color / Icon: Icon and Cover properties for visual scanning in dashboard views,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Nice To Have,,N-PR-04 (https://www.notion.so/N-PR-04-366da49ee112811d9e7afbd300c1c085?pvs=21)
N-FR-08,Projects DB — Total Pomodoros: Rollup field. Count of completed focus sessions rolled up from Focus Tasks,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Must Have,,N-PR-04 (https://www.notion.so/N-PR-04-366da49ee112811d9e7afbd300c1c085?pvs=21)
N-FR-09,Projects DB — Target Pomodoros: Number field. Optional effort goal for the project,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Nice To Have,,N-PR-04 (https://www.notion.so/N-PR-04-366da49ee112811d9e7afbd300c1c085?pvs=21)
N-FR-10,Projects DB — Due Date: Date field. Optional project deadline,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Should Have,,N-PR-04 (https://www.notion.so/N-PR-04-366da49ee112811d9e7afbd300c1c085?pvs=21)
N-FR-11,Projects DB — Notes: Rich text field. Freetext context for the project,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Should Have,,N-PR-04 (https://www.notion.so/N-PR-04-366da49ee112811d9e7afbd300c1c085?pvs=21)
N-FR-12,Focus Tasks DB — Name: Title field. The task name.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-13,Focus Tasks DB — Project: Relation to Projects DB. Required on every task.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-14,Focus Tasks DB — Status: Select field. Options: Unscheduled / Scheduled / Done / Abandoned,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,"N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21), N-PR-07 (https://www.notion.so/N-PR-07-366da49ee11281f88fbad08c2efc0e06?pvs=21)"
N-FR-15,Focus Tasks DB — Scheduled Date: Date field. Nullable — null means Backlog. Tasks where Scheduled Date is on or before today and not Done are surfaced as active in the app,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-07 (https://www.notion.so/N-PR-07-366da49ee11281f88fbad08c2efc0e06?pvs=21)
N-FR-16,Focus Tasks DB — Originally Scheduled: Date field. Set once when Scheduled Date is first assigned. Never updated on reschedule. Used to calculate days overdue.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Should Have,,N-PR-07 (https://www.notion.so/N-PR-07-366da49ee11281f88fbad08c2efc0e06?pvs=21)
N-FR-17,"Focus Tasks DB — Days Overdue: Formula field. Calculated as today() minus Originally Scheduled, where Scheduled Date is before today and Status is not Done",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Should Have,,N-PR-07 (https://www.notion.so/N-PR-07-366da49ee11281f88fbad08c2efc0e06?pvs=21)
N-FR-18,Focus Tasks DB — Priority: Select field. Options: P1 / P2 / P3,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-19,Focus Tasks DB — Estimate: Number field. User's expected pomodoro count for this task,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Should Have,,N-PR-08 (https://www.notion.so/N-PR-08-366da49ee11281999692f9c403bb855c?pvs=21)
N-FR-20,Focus Tasks DB — Actual: Rollup field. Count of completed focus sessions linked to this task. Auto-calculated from Pomodoro Sessions DB.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-08 (https://www.notion.so/N-PR-08-366da49ee11281999692f9c403bb855c?pvs=21)
N-FR-21,Focus Tasks DB — Type: Select field. Options: Deep Work / Admin / Communication / Creative / Research,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Should Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-22,Focus Tasks DB — Due Date: Date field. Hard deadline if applicable. Separate from Scheduled Date.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Should Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-23,Focus Tasks DB — Notes / Context: Rich text field. Where the user left off and what to pick up next session,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-24,Focus Tasks DB — Created: Created Time field. Auto-populated by Notion,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-25,Focus Tasks DB — Completed Date: Date field. Set automatically when Status transitions to Done,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-26,Each Focus Task row shall have a Notion button property labelled 'Reschedule to Today' that sets Scheduled Date to the current date,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-07 (https://www.notion.so/N-PR-07-366da49ee11281f88fbad08c2efc0e06?pvs=21)
N-FR-27,"The 'Reschedule to Today' button shall not modify the Originally Scheduled field, preserving the original date for overdue tracking",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-07 (https://www.notion.so/N-PR-07-366da49ee11281f88fbad08c2efc0e06?pvs=21)
N-FR-28,The Focus Tasks DB header shall include a button labelled 'Reschedule All Overdue' that bulk-sets Scheduled Date to today for all tasks where Scheduled Date is before today and Status is not Done. No confirmation required.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Should Have,,N-PR-07 (https://www.notion.so/N-PR-07-366da49ee11281f88fbad08c2efc0e06?pvs=21)
